name,player_id,team_id,role,height,weight,foot,nationality,birth_area,birthday,league
A_Ćorić,284470,3158,MD,176,59,right,Croatia,Croatia,1997/04/14,Italy
R_Karsdorp,289122,3158,DF,182,80,right,Netherlands,Netherlands,1995/02/11,Italy
L_Pellegrini,328333,3158,MD,186,77,right,Italy,Italy,1996/06/19,Italy
Gerson,340019,3158,MD,175,66,left,Brazil,Brazil,1997/05/20,Italy
C_Ünder,350032,3158,FW,173,66,left,Turkey,Turkey,1997/07/14,Italy
N_Abdullahi,350991,3158,DF,180,72,right,Nigeria,Nigeria,1997/08/17,Italy
Luc_Pellegrini,397239,3158,DF,178,72,left,Italy,Italy,1999/03/07,Italy
M_Antonucci,405602,3158,FW,181,70,right,Italy,Italy,1999/03/11,Italy
N_Zaniolo,487020,3158,MD,190,79,left,Italy,Italy,1999/07/02,Italy
S_Khedira,3318,3159,MD,189,85,right,Tunisia,Germany,1987/04/04,Italy
Cristian_Ronaldo,3322,3159,FW,187,83,right,Portugal,Portugal,1985/02/05,Italy
W_Szczęsny,7849,3159,GK,196,84,right,Poland,Poland,1990/04/18,Italy
B_Höwedes,14855,3159,DF,187,82,right,Germany,Germany,1988/02/29,Italy
M_Mandžukić,14943,3159,FW,187,84,right,Croatia,Croatia,1986/01/14,Italy
E_Can,18550,3159,MD,184,82,right,Turkey,Germany,1994/01/12,Italy
M_D_Sciglio,20395,3159,DF,183,74,right,Italy,Italy,1992/10/20,Italy
M_Pjanić,20443,3159,MD,180,74,right,Luxembourg,Bosnia-Herzegovina,1990/04/02,Italy
G_Buffon,20455,3159,GK,191,83,right,Italy,Italy,1978/01/28,Italy
A_Barzagli,20458,3159,DF,187,87,right,Italy,Italy,1981/05/08,Italy
G_Chiellini,20461,3159,DF,186,76,left,Italy,Italy,1984/08/14,Italy
M_Benatia,20579,3159,DF,190,92,right,Morocco,France,1987/04/17,Italy
K_Asamoah,20588,3159,MD,178,78,left,Ghana,Ghana,1988/12/09,Italy
J_Cuadrado,20751,3159,MD,179,71,right,Colombia,Colombia,1988/05/26,Italy
C_Pinsoglio,21128,3159,GK,188,77,left,Italy,Italy,1990/03/16,Italy
S_Sturaro,21290,3159,MD,182,78,right,Italy,Italy,1993/03/09,Italy
B_Matuidi,25437,3159,MD,175,70,left,Angola,France,1987/04/09,Italy
Ale_Sandro,70084,3159,DF,180,75,left,Brazil,Brazil,1991/01/26,Italy
P_Dybala,89186,3159,FW,177,69,left,Poland,Argentina,1993/11/15,Italy
Dougla_Costa,105334,3159,MD,170,65,left,Portugal,Brazil,1990/09/14,Italy
D_Rugani,134427,3159,DF,188,78,right,Italy,Italy,1994/07/29,Italy
F_Bernardeschi,246061,3159,MD,183,75,left,Italy,Italy,1994/02/16,Italy
R_Bentancur,361807,3159,MD,185,73,right,Uruguay,Uruguay,1997/06/25,Italy
Rafinha,3344,3161,MD,174,71,left,Spain,Brazil,1993/02/12,Italy
Joã_Miranda,3431,3161,DF,186,76,right,Brazil,Brazil,1984/09/07,Italy
Borj_Valero,3543,3161,MD,175,73,right,Spain,Spain,1985/01/12,Italy
D_Santon,7982,3161,DF,186,77,right,Italy,Italy,1991/01/02,Italy
I_Perišić,14812,3161,MD,186,80,right,Croatia,Croatia,1989/02/02,Italy
A_Ranocchia,20519,3161,DF,195,81,right,Italy,Italy,1988/02/16,Italy
A_Candreva,20556,3161,MD,180,72,right,Italy,Italy,1987/02/28,Italy
S_Handanovič,20571,3161,GK,193,89,right,Slovenia,Slovenia,1984/07/14,Italy
D_Padelli,20572,3161,GK,191,82,right,Italy,Italy,1985/10/25,Italy
Eder,20626,3161,FW,179,74,right,Italy,Brazil,1986/11/15,Italy
D_D'Ambrosio,21094,3161,DF,180,75,right,Italy,Italy,1988/09/09,Italy
Š_Vrsaljko,69409,3161,DF,181,76,right,Croatia,Croatia,1992/01/10,Italy
M_Brozović,69968,3161,MD,181,68,right,Croatia,Croatia,1992/11/16,Italy
T_Berni,70161,3161,GK,185,80,right,Italy,Italy,1983/03/06,Italy
Joã_Mário,70965,3161,MD,173,67,right,Angola,Portugal,1993/01/19,Italy
L_López,86785,3161,DF,188,82,right,Spain,Argentina,1989/09/01,Italy
M_Vecino,116349,3161,MD,187,82,right,Italy,Uruguay,1991/08/24,Italy
Joã_Cancelo,135903,3161,DF,182,74,right,Portugal,Portugal,1994/05/27,Italy
M_Škriniar,138408,3161,DF,188,79,right,Slovakia,Slovakia,1995/02/11,Italy
M_Icardi,206314,3161,FW,181,75,right,Italy,Argentina,1993/02/19,Italy
R_Gagliardini,241676,3161,MD,188,77,right,Italy,Italy,1994/04/07,Italy
B_Keita,256480,3161,FW,181,80,right,Senegal,Spain,1995/03/08,Italy
Dalbert,298212,3161,DF,181,74,left,Brazil,Brazil,1993/09/08,Italy
Y_Karamoh,352993,3161,FW,185,77,right,France,Côt_d'Ivoire,1998/07/08,Italy
S_d_Vrij,130,3162,DF,189,78,right,Netherlands,Netherlands,1992/02/05,Italy
Lui_Alberto,3484,3162,MD,182,72,right,Spain,Spain,1992/09/28,Italy
Patric,4792,3162,DF,184,72,right,Spain,Spain,1993/04/17,Italy
Nani,7926,3162,MD,177,72,right,Portugal,Cap_Verd_Islands,1986/11/17,Italy
Luca_Leiva,7965,3162,MD,179,73,right,Italy,Brazil,1987/01/09,Italy
M_Cáceres,20460,3162,DF,180,78,right,Uruguay,Uruguay,1987/04/07,Italy
F_Marchetti,20541,3162,GK,188,82,left,Italy,Italy,1983/02/07,Italy
Ş_Radu,20550,3162,DF,183,79,left,Romania,Romania,1986/10/22,Italy
S_Lulić,20561,3162,MD,183,75,right,Switzerland,Bosnia-Herzegovina,1986/01/18,Italy
D_Basta,20575,3162,DF,185,75,right,Serbia,Serbia,1984/08/18,Italy
D_D_Gennaro,20972,3162,MD,181,71,left,Italy,Italy,1988/06/16,Italy
M_Parolo,21350,3162,MD,186,82,right,Italy,Italy,1985/01/25,Italy
C_Immobile,21384,3162,FW,181,85,right,Italy,Italy,1990/02/20,Italy
J_Lukaku,37745,3162,DF,183,77,left,Cong_DR,Belgium,1994/07/25,Italy
Felip_Anderson,40806,3162,MD,178,69,right,Brazil,Brazil,1993/04/15,Italy
M_Badelj,69400,3162,MD,186,76,right,Croatia,Croatia,1989/02/25,Italy
I_Vargić,69417,3162,GK,192,90,right,Croatia,Croatia,1987/03/15,Italy
F_Caicedo,101635,3162,FW,183,84,left,Spain,Ecuador,1988/09/05,Italy
T_Strakosha,166534,3162,GK,186,78,right,Albania,Greece,1995/03/19,Italy
Bastos,208865,3162,DF,184,75,right,Angola,Angola,1991/03/27,Italy
A_Marušić,228928,3162,MD,185,76,right,Montenegro,Serbia,1992/10/17,Italy
G_Guerrieri,241675,3162,GK,184,78,right,Italy,Italy,1996/02/25,Italy
L_Crecco,256479,3162,MD,183,80,left,Italy,Italy,1995/09/06,Italy
Wallace,260250,3162,DF,191,83,right,Brazil,Brazil,1994/10/14,Italy
S_Milinković-Savić,265865,3162,MD,192,80,right,Serbia,Spain,1995/02/27,Italy
A_Murgia,346908,3162,MD,185,78,right,Italy,Italy,1996/08/09,Italy
Lui_Felipe,376362,3162,DF,187,72,right,Italy,Brazil,1997/03/22,Italy
Brun_Jordão,401277,3162,MD,180,73,right,Portugal,Portugal,1998/10/12,Italy
Pedr_Neto,496823,3162,FW,172,62,left,Portugal,Portugal,2000/03/09,Italy
B_Nuytinck,394,3163,DF,190,80,left,Netherlands,Netherlands,1990/05/04,Italy
W_Troost-Ekong,11093,3163,DF,191,82,right,Nigeria,Netherlands,1993/09/01,Italy
A_Bizzarri,20540,3163,GK,193,89,right,Italy,Argentina,1977/11/09,Italy
Danilo,20583,3163,DF,184,75,right,Italy,Brazil,1984/05/10,Italy
V_Behrami,20938,3163,MD,185,78,right,Switzerland,Kosovo,1985/04/19,Italy
G_Angella,22677,3163,DF,189,79,right,Italy,Italy,1989/04/28,Italy
F_Zampano,24024,3163,DF,178,74,right,Italy,Italy,1993/09/30,Italy
M_Wagué,25885,3163,DF,191,87,right,Mali,France,1991/02/21,Italy
S_Widmer,50069,3163,DF,182,79,right,Switzerland,Switzerland,1993/03/05,Italy
J_Stryge_Larsen,56026,3163,DF,180,81,right,Denmark,Denmark,1991/02/21,Italy
Ł_Teodorczyk,99479,3163,FW,188,79,right,Poland,Poland,1991/06/03,Italy
Al_Adnan,131184,3163,DF,186,78,left,Iraq,Iraq,1993/12/19,Italy
S_Fofana,134508,3163,MD,183,77,right,Mali,France,1995/05/07,Italy
R_d_Paul,213948,3163,MD,178,78,right,Italy,Argentina,1994/05/24,Italy
S_Perica,234533,3163,FW,192,76,right,Croatia,Croatia,1995/07/07,Italy
S_Scuffet,239288,3163,GK,187,75,right,Italy,Italy,1996/05/31,Italy
Samir,248950,3163,DF,188,80,left,Brazil,Brazil,1994/12/05,Italy
A_Barák,265172,3163,MD,190,86,left,Czec_Republic,Czec_Republic,1994/12/03,Italy
A_Balić,300669,3163,MD,180,71,right,Croatia,Croatia,1997/08/11,Italy
K_Lasagna,333913,3163,FW,186,80,left,Italy,Italy,1992/08/10,Italy
S_Ingelsson,347593,3163,MD,189,83,left,Sweden,Sweden,1998/06/14,Italy
J_Jankto,354547,3163,MD,184,73,left,Czec_Republic,Czec_Republic,1996/01/19,Italy
S_Pontisso,364641,3163,MD,186,75,right,Italy,Italy,1997/03/20,Italy
G_Pezzella,388398,3163,DF,185,81,left,Italy,Italy,1997/11/29,Italy
D_Borsellini,393566,3163,GK,180,69,left,Italy,Italy,1999/01/04,Italy
J_Sala,14904,3164,DF,181,75,right,Italy,Italy,1991/12/05,Italy
V_Verre,20446,3164,MD,181,70,right,Italy,Italy,1994/01/11,Italy
F_Quagliarella,20479,3164,FW,180,79,right,Italy,Italy,1983/01/31,Italy
R_Álvarez,20523,3164,MD,188,84,left,Italy,Argentina,1988/04/12,Italy
G_Ramírez,20689,3164,MD,183,78,left,Uruguay,Uruguay,1990/12/02,Italy
E_Viviano,20802,3164,GK,195,90,left,Italy,Italy,1985/12/01,Italy
M_Silvestre,20811,3164,DF,185,84,right,Italy,Argentina,1984/09/25,Italy
É_Barreto,20816,3164,MD,180,79,right,Italy,Paraguay,1984/07/15,Italy
N_Murru,20869,3164,DF,180,64,left,Italy,Italy,1994/12/16,Italy
A_Ekdal,20876,3164,MD,186,75,right,Sweden,Sweden,1989/07/28,Italy
V_Regini,21004,3164,DF,185,79,left,Italy,Italy,1990/09/09,Italy
G_Caprari,21376,3164,FW,176,72,right,Italy,Italy,1993/07/30,Italy
G_Ferrari,22270,3164,DF,189,82,left,Italy,Italy,1992/02/15,Italy
V_Belec,22552,3164,GK,192,84,right,Slovenia,Slovenia,1990/06/06,Italy
D_Praet,37739,3164,MD,181,78,right,Belgium,Belgium,1994/05/14,Italy
D_Zapata,86243,3164,FW,186,80,right,Colombia,Colombia,1991/04/01,Italy
B_Bereszyński,99833,3164,DF,183,77,right,Poland,Poland,1992/07/12,Italy
L_Capezzi,134429,3164,MD,178,72,right,Italy,Italy,1995/03/28,Italy
K_Linetty,138174,3164,MD,176,73,right,Poland,Poland,1995/02/02,Italy
J_Andersen,145787,3164,DF,190,90,right,Denmark,Denmark,1996/05/31,Italy
A_Tozzo,218982,3164,GK,192,75,left,Italy,Italy,1992/08/30,Italy
D_Kownacki,240042,3164,FW,187,75,right,Poland,Poland,1997/03/14,Italy
M_Leverbe,298021,3164,DF,188,76,right,France,France,1997/02/15,Italy
O_Stijepović,405880,3164,FW,185,74,left,Montenegro,Montenegro,1999/10/22,Italy
E_Giaccherini,20468,3165,MD,167,60,right,Italy,Italy,1985/05/05,Italy
M_Gobbi,20495,3165,DF,183,79,left,Italy,Italy,1980/10/31,Italy
J_Obi,20525,3165,MD,176,71,left,Nigeria,Nigeria,1991/05/22,Italy
S_Sorrentino,20633,3165,GK,185,82,right,Italy,Italy,1979/03/28,Italy
D_Dainelli,20638,3165,DF,191,78,right,Italy,Italy,1979/06/09,Italy
P_Hetemaj,20653,3165,MD,175,76,right,Finland,Kosovo,1986/12/12,Italy
S_Pellissier,20662,3165,FW,175,76,right,Italy,Italy,1979/04/12,Italy
N_Tomović,20748,3165,DF,184,79,right,Serbia,Serbia,1987/08/30,Italy
R_Meggiorini,21119,3165,FW,182,78,left,Italy,Italy,1985/09/04,Italy
N_Rigoni,21148,3165,MD,185,73,right,Italy,Italy,1990/11/12,Italy
V_Birsa,21291,3165,MD,184,81,left,Slovenia,Slovenia,1986/08/07,Italy
R_Inglese,21438,3165,FW,187,75,right,Italy,Italy,1991/11/12,Italy
I_Radovanović,21564,3165,MD,186,80,right,Serbia,Serbia,1988/08/29,Italy
F_Cacciatore,21607,3165,DF,182,81,right,Italy,Italy,1986/10/08,Italy
M_Rigione,21730,3165,DF,185,82,right,Italy,Italy,1991/03/07,Italy
A_Seculin,21840,3165,GK,190,80,right,Italy,Italy,1990/07/14,Italy
M_Pucciarelli,24964,3165,FW,174,63,right,Italy,Italy,1991/06/17,Italy
L_Castro,86301,3165,MD,182,78,right,Argentina,Argentina,1989/04/09,Italy
M_Stępiński,99511,3165,FW,183,72,right,Poland,Poland,1995/05/12,Italy
M_Bani,215869,3165,DF,189,79,right,Italy,Italy,1993/12/10,Italy
P_Jaroszyński,269188,3165,DF,184,77,left,Poland,Poland,1994/10/02,Italy
G_Gaudino,272280,3165,MD,175,65,right,Italy,Germany,1996/11/11,Italy
S_Bastien,278813,3165,MD,177,73,right,Belgium,Belgium,1996/09/26,Italy
S_Tanasijević,400684,3165,DF,183,73,right,Serbia,Serbia,1997/06/12,Italy
F_Depaoli,415809,3165,MD,182,74,right,Italy,Italy,1997/04/24,Italy
A_Confente,417230,3165,GK,194,85,right,Italy,Italy,1998/06/07,Italy
M_Léris,449978,3165,FW,185,74,right,Algeria,France,1998/05/23,Italy
E_Vignato,485014,3165,FW,175,67,right,Brazil,Italy,2000/08/24,Italy
A_Mirante,20483,3166,GK,193,79,right,Italy,Italy,1983/07/08,Italy
L_Crisetig,20526,3166,MD,183,80,left,Italy,Italy,1993/01/20,Italy
A_Poli,20529,3166,MD,182,77,right,Italy,Italy,1989/09/29,Italy
Angel_d_Costa,20604,3166,GK,186,81,right,Brazil,Brazil,1983/11/12,Italy
S_D_Maio,20707,3166,DF,190,90,right,Italy,France,1987/03/05,Italy
M_Destro,20796,3166,FW,178,72,right,Italy,Italy,1991/03/20,Italy
S_Verdi,21123,3166,FW,171,61,right,Italy,Italy,1992/07/12,Italy
B_Džemaili,21169,3166,MD,179,73,right,Switzerland,Macedoni_FYR,1986/04/12,Italy
R_Palacio,21296,3166,FW,176,70,right,Spain,Argentina,1982/02/05,Italy
S_Romagnoli,21373,3166,DF,193,85,right,Italy,Italy,1990/02/09,Italy
I_M'baye,22377,3166,DF,188,70,right,Senegal,Senegal,1994/11/19,Italy
F_Helander,50805,3166,DF,192,84,left,Sweden,Sweden,1993/04/22,Italy
L_Krejčí,82266,3166,FW,180,68,left,Czec_Republic,Czec_Republic,1992/07/05,Italy
E_Pulgar,90268,3166,MD,186,83,right,Chile,Chile,1994/01/15,Italy
V_Torosidis,92908,3166,DF,186,82,right,Greece,Greece,1985/06/10,Italy
G_González,125286,3166,DF,186,77,right,Cost_Rica,Cost_Rica,1988/02/08,Italy
C_Falletti,149846,3166,MD,170,65,right,Italy,Uruguay,1992/12/02,Italy
F_Avenatti,149848,3166,FW,196,86,left,Spain,Uruguay,1993/04/26,Italy
A_Santurro,190168,3166,GK,192,86,right,Italy,Italy,1992/02/29,Italy
A_Masina,232822,3166,DF,191,87,left,Italy,Morocco,1994/01/02,Italy
F_D_Francesco,259292,3166,FW,178,75,right,Italy,Italy,1994/06/14,Italy
G_Donsah,295273,3166,MD,175,70,right,Ghana,Ghana,1996/06/07,Italy
Á_Nagy,299557,3166,MD,178,74,right,Hungary,Hungary,1995/06/17,Italy
C_Keita,361779,3166,DF,182,76,left,Mali,France,1996/04/16,Italy
R_Orsolini,373768,3166,FW,183,73,left,Italy,Italy,1997/01/24,Italy
O_Okwonkwo,403272,3166,FW,178,72,right,Nigeria,Nigeria,1998/01/19,Italy
J_Valencia,415687,3166,MD,185,79,right,Colombia,Colombia,1998/06/20,Italy
M_d_Roon,625,3172,MD,185,76,right,Netherlands,Netherlands,1991/03/29,Italy
B_Cristante,20404,3172,MD,186,78,right,Canada,Italy,1995/03/03,Italy
J_Iličić,20820,3172,FW,190,79,left,Slovenia,Bosnia-Herzegovina,1988/01/29,Italy
A_Masiello,20841,3172,DF,184,82,right,Italy,Italy,1985/02/05,Italy
A_Gómez,21077,3172,FW,165,68,right,Italy,Argentina,1988/02/15,Italy
F_Rossi,22053,3172,GK,193,83,right,Italy,Italy,1991/04/27,Italy
L_Rizzo,23386,3172,MD,185,80,right,Italy,Italy,1992/04/24,Italy
Joã_Schmidt,40767,3172,MD,184,82,left,Brazil,Brazil,1993/05/19,Italy
Rafae_Tolói,41034,3172,DF,185,75,right,Italy,Brazil,1990/10/10,Italy
R_Freuler,49991,3172,MD,181,77,right,Switzerland,Switzerland,1992/04/15,Italy
E_Berisha,50849,3172,GK,194,92,left,Albania,Kosovo,1989/03/10,Italy
J_Palomino,86366,3172,DF,188,87,left,Argentina,Argentina,1990/01/05,Italy
A_Cornelius,135150,3172,FW,193,79,left,Denmark,Denmark,1993/03/16,Italy
L_Spinazzola,190167,3172,MD,186,75,right,Italy,Italy,1993/03/25,Italy
A_Petagna,246175,3172,FW,188,85,left,Italy,Italy,1995/06/30,Italy
T_Castagne,263803,3172,DF,185,80,right,Belgium,Belgium,1995/12/05,Italy
P_Gollini,264084,3172,GK,188,80,right,Italy,Italy,1995/03/18,Italy
H_Hateboer,280419,3172,DF,187,74,right,Netherlands,Netherlands,1994/01/09,Italy
M_Caldara,288663,3172,DF,187,80,right,Italy,Italy,1994/05/05,Italy
R_Gosens,295176,3172,DF,183,76,left,Netherlands,Germany,1994/06/05,Italy
N_Haas,342075,3172,MD,178,74,right,Switzerland,Switzerland,1996/01/23,Italy
G_Mancini,346913,3172,DF,190,77,right,Italy,Italy,1996/04/17,Italy
A_Bastoni,405597,3172,DF,190,75,left,Italy,Italy,1999/04/13,Italy
M_Barrow,491409,3172,FW,183,77,right,Gambia,Gambia,1998/11/14,Italy
R_Klavan,74,3173,DF,187,78,left,Estonia,Estonia,1985/10/30,Italy
S_Padoin,20472,3173,MD,179,73,right,Italy,Italy,1984/03/18,Italy
M_Andreolli,20636,3173,DF,187,81,right,Italy,Italy,1986/06/10,Italy
L_Cigarini,20850,3173,MD,175,72,right,Italy,Italy,1986/06/20,Italy
D_Dessena,20875,3173,MD,183,75,right,Italy,Italy,1987/05/10,Italy
Rafael,21299,3173,GK,187,80,left,Italy,Brazil,1982/03/03,Italy
L_Ceppitelli,21639,3173,DF,186,83,right,Italy,Italy,1989/08/11,Italy
M_Sau,21865,3173,FW,169,65,right,Italy,Italy,1987/11/03,Italy
N_Giannetti,21959,3173,FW,181,73,right,Italy,Italy,1991/05/12,Italy
F_Pisacane,22732,3173,DF,178,77,right,Italy,Italy,1986/01/28,Italy
L_Pavoletti,22933,3173,FW,188,78,right,Italy,Italy,1988/11/26,Italy
Dieg_Farias,23314,3173,FW,173,66,right,Brazil,Brazil,1990/05/10,Italy
A_Ioniţă,50073,3173,MD,184,73,right,Romania,Moldova,1990/08/17,Italy
C_Lykogiannis,92900,3173,DF,186,78,left,Greece,Greece,1993/10/22,Italy
D_Srna,105332,3173,DF,178,78,right,Croatia,Croatia,1982/05/01,Italy
Joã_Pedro,116171,3173,MD,184,73,right,Brazil,Brazil,1992/03/09,Italy
A_Cragno,134413,3173,GK,183,80,right,Italy,Italy,1994/06/28,Italy
P_Faragò,220359,3173,MD,187,80,right,Italy,Italy,1993/02/12,Italy
F_Bradarić,231713,3173,MD,185,77,right,Croatia,Croatia,1992/01/11,Italy
A_Deiola,263591,3173,MD,190,85,right,Italy,Italy,1995/08/01,Italy
F_Romagna,283832,3173,DF,186,79,right,Italy,Italy,1997/05/26,Italy
N_Barella,286223,3173,MD,172,68,right,Italy,Italy,1997/02/07,Italy
D_Ceter,335634,3173,FW,187,84,right,Colombia,Colombia,1997/11/02,Italy
S_Miangue,402898,3173,DF,192,83,left,Cong_DR,Belgium,1997/02/05,Italy
Ha_Kwang-Song,404209,3173,FW,178,70,right,Kore_DPR,Kore_DPR,1998/09/11,Italy
F_Caligara,434142,3173,MD,180,70,left,Italy,Italy,2000/04/12,Italy
L_Crosta,472938,3173,GK,190,78,right,Italy,Italy,1998/02/23,Italy
R_Daga,507570,3173,GK,192,78,right,Italy,Italy,2000/01/13,Italy
C_Théréau,20663,3176,FW,189,78,right,France,France,1983/04/24,Italy
R_Saponara,21025,3176,MD,184,73,right,Italy,Italy,1991/12/21,Italy
C_Biraghi,21842,3176,DF,183,78,left,Italy,Italy,1992/09/01,Italy
D_Falcinelli,21861,3176,FW,185,75,left,Italy,Italy,1991/06/20,Italy
V_Laurini,22313,3176,DF,173,72,right,France,France,1989/06/10,Italy
M_Benassi,22380,3176,MD,184,80,right,Italy,Italy,1994/09/08,Italy
M_Sportiello,23705,3176,GK,192,87,right,Italy,Italy,1992/05/10,Italy
J_Veretout,25541,3176,MD,178,66,right,France,France,1993/03/01,Italy
B_Dabo,26000,3176,MD,186,81,right,Mali,France,1992/02/18,Italy
Vito_Hugo,44510,3176,DF,187,83,right,Brazil,Brazil,1991/05/20,Italy
G_Pezzella,86328,3176,DF,186,81,right,Italy,Argentina,1991/06/27,Italy
S_Cristóforo,116170,3176,MD,173,70,right,Italy,Uruguay,1993/08/23,Italy
M_Olivera,116225,3176,DF,182,76,left,Uruguay,Uruguay,1992/03/05,Italy
M_Pjaca,135810,3176,FW,186,81,right,Croatia,Croatia,1995/05/06,Italy
V_Eysseric,149076,3176,MD,181,73,right,France,France,1992/03/25,Italy
Brun_Gaspar,222766,3176,DF,176,68,right,Portugal,Portugal,1993/04/21,Italy
E_Fernandes,265318,3176,MD,190,70,right,Portugal,Switzerland,1996/04/15,Italy
B_Drągowski,265431,3176,GK,191,86,right,Poland,Poland,1997/08/19,Italy
G_Simeone,269152,3176,FW,180,76,right,Argentina,Spain,1995/07/05,Italy
Gi_Dias,338249,3176,FW,183,78,left,Portugal,Portugal,1996/09/28,Italy
S_L_Faso,368340,3176,FW,180,74,right,Italy,Italy,1998/02/18,Italy
N_Milenković,424241,3176,DF,195,91,right,Serbia,Serbia,1997/10/12,Italy
F_Chiesa,447804,3176,MD,175,69,right,Italy,Italy,1997/10/25,Italy
R_Sottil,523085,3176,FW,180,70,right,Italy,Italy,1999/06/03,Italy
Iag_Falqué,8148,3185,FW,174,69,left,Spain,Spain,1990/01/04,Italy
C_Molinaro,14745,3185,DF,182,82,left,Italy,Italy,1983/07/30,Italy
T_Rincón,14903,3185,MD,177,76,right,Venezuela,Venezuela,1988/01/13,Italy
A_Acquah,20812,3185,MD,179,70,right,Ghana,Ghana,1992/01/05,Italy
L_D_Silvestri,20927,3185,DF,186,84,right,Italy,Italy,1988/05/23,Italy
A_Ljajić,20941,3185,FW,182,74,right,Serbia,Serbia,1991/09/29,Italy
M_Valdifiori,21019,3185,MD,185,71,right,Italy,Italy,1986/04/21,Italy
A_Belotti,21234,3185,FW,181,72,right,Italy,Italy,1993/12/20,Italy
E_Moretti,21279,3185,DF,182,79,left,Italy,Italy,1981/06/11,Italy
D_Baselli,21507,3185,MD,182,70,right,Italy,Italy,1992/02/12,Italy
S_Sirigu,25421,3185,GK,192,80,right,Italy,Italy,1987/01/12,Italy
N_N'Koulou,25558,3185,DF,184,77,right,Cameroon,Cameroon,1990/03/27,Italy
M_Niang,25898,3185,FW,184,75,right,Senegal,France,1994/12/19,Italy
C_Ansaldi,101742,3185,DF,181,76,left,Italy,Argentina,1986/09/20,Italy
S_Ichazo,116394,3185,GK,188,83,left,Italy,Uruguay,1992/01/26,Italy
V_Milinković-Savić,283062,3185,GK,202,92,right,Serbia,Spain,1997/02/20,Italy
K_Bonifazi,289827,3185,DF,187,85,right,Italy,Italy,1996/05/19,Italy
A_Barreca,300373,3185,DF,180,70,left,Italy,Italy,1995/03/18,Italy
Ále_Berenguer,339791,3185,FW,175,73,right,Spain,Spain,1995/07/04,Italy
S_Edera,354552,3185,FW,174,65,left,Italy,Italy,1997/01/09,Italy
Lyanco,377757,3185,DF,187,75,right,Serbia,Brazil,1997/02/01,Italy
E_Ferigra,471124,3185,DF,188,80,right,Spain,Ecuador,1999/02/07,Italy
D_Mertens,122,3187,FW,169,61,right,Belgium,Belgium,1987/05/06,Italy
Albiol,3300,3187,DF,190,82,right,Spain,Spain,1985/09/04,Italy
Jos_Callejón,3313,3187,FW,178,73,right,Spain,Spain,1987/02/11,Italy
E_Hysaj,21001,3187,DF,180,70,right,Albania,Albania,1994/02/20,Italy
L_Tonelli,21006,3187,DF,183,78,right,Italy,Italy,1990/01/17,Italy
M_Hamšík,21171,3187,MD,183,79,right,Slovakia,Slovakia,1987/07/27,Italy
C_Maggio,21173,3187,DF,184,79,right,Italy,Italy,1982/02/11,Italy
Jorginho,21315,3187,MD,180,65,right,Italy,Brazil,1991/12/20,Italy
L_Insigne,21385,3187,FW,163,59,right,Italy,Italy,1991/06/04,Italy
Mári_Rui,22107,3187,DF,170,67,left,Portugal,Portugal,1991/05/27,Italy
L_Sepe,22817,3187,GK,185,75,left,Italy,Italy,1991/05/08,Italy
D_Ospina,25662,3187,GK,183,76,right,Colombia,Colombia,1988/08/31,Italy
K_Koulibaly,25726,3187,DF,195,89,right,Senegal,France,1991/06/20,Italy
F_Ghoulam,25849,3187,DF,188,80,left,Algeria,France,1991/02/01,Italy
Allan,40726,3187,MD,175,74,right,Portugal,Brazil,1991/01/08,Italy
Rafael,40774,3187,GK,186,83,right,Portugal,Brazil,1990/05/20,Italy
V_Chiricheș,83575,3187,DF,184,75,right,Romania,Romania,1989/11/14,Italy
O_Karnezis,92864,3187,GK,190,84,right,Greece,Greece,1985/07/11,Italy
A_Milik,99452,3187,FW,186,78,left,Poland,Poland,1994/02/28,Italy
P_Zieliński,99902,3187,MD,180,75,right,Poland,Poland,1994/05/20,Italy
M_Rog,284315,3187,MD,180,73,right,Croatia,Croatia,1995/07/19,Italy
Z_Machach,288423,3187,MD,184,77,right,Algeria,France,1996/01/05,Italy
A_Ounas,300830,3187,FW,172,65,left,Algeria,France,1996/11/11,Italy
A_Diawara,374013,3187,MD,184,74,right,Italy,Guinea,1997/07/17,Italy
A_Taarabt,9080,3193,MD,182,77,right,France,Morocco,1989/05/24,Italy
L_Rigoni,20655,3193,MD,185,75,right,Italy,Italy,1984/12/07,Italy
A_Bertolacci,20749,3193,MD,179,75,left,Italy,Italy,1991/01/11,Italy
L_Rossettini,20776,3193,DF,187,82,right,Italy,Italy,1985/05/09,Italy
N_Spolli,21072,3193,DF,193,90,right,Italy,Argentina,1983/02/20,Italy
G_Pandev,21177,3193,FW,184,74,left,Macedoni_FYR,Macedoni_FYR,1983/07/27,Italy
M_Perin,21468,3193,GK,188,74,right,Italy,Italy,1992/11/10,Italy
E_Lamanna,21636,3193,GK,186,80,right,Italy,Italy,1989/08/07,Italy
A_Galabinov,22020,3193,FW,190,88,right,Bulgaria,Bulgaria,1988/11/27,Italy
I_Cofie,22158,3193,MD,180,73,right,Ghana,Ghana,1991/09/20,Italy
Danie_Bessa,22381,3193,MD,178,75,right,Italy,Brazil,1993/01/14,Italy
F_Migliore,22559,3193,DF,173,75,left,France,Italy,1988/04/17,Italy
A_Izzo,22883,3193,DF,183,76,right,Italy,Italy,1992/03/02,Italy
L_Landre,25428,3193,DF,182,75,right,Guadeloupe,France,1992/05/05,Italy
