name,player_id,team_id,role,height,weight,foot,nationality,birth_area,birthday,league
S_Camara,26008,3787,FW,174,75,right,Senegal,Senegal,1982/12/22,France
B_Lecomte,26016,3787,GK,186,78,right,France,France,1991/04/26,France
G_Laborde,27955,3787,FW,182,81,left,France,France,1994/05/03,France
R_Aguilar,28335,3787,DF,172,71,right,Spain,France,1993/04/26,France
F_Mollet,30437,3787,MD,170,67,right,France,France,1991/11/19,France
F_Píriz,116345,3787,MD,187,81,right,Italy,Uruguay,1990/03/27,France
A_Oyongo,125076,3787,DF,175,68,left,Cameroon,Cameroon,1991/06/22,France
C_Ninga,143189,3787,FW,186,81,right,Chad,Chad,1993/05/17,France
K_Dolly,244335,3787,FW,170,70,left,Sout_Africa,Sout_Africa,1993/01/22,France
E_Skhiri,246946,3787,MD,185,69,right,Tunisia,France,1995/05/10,France
I_Mbenza,276983,3787,FW,187,77,right,Belgium,France,1996/03/08,France
J_Porsan-Clemente,280116,3787,FW,179,69,right,France,Martinique,1997/12/16,France
J_Sambia,335763,3787,MD,185,73,right,France,France,1996/09/07,France
N_Mukiele,341973,3787,DF,186,78,right,Cong_DR,France,1997/11/01,France
M_Poaty,343116,3787,DF,177,73,left,France,France,1997/07/15,France
J_Ikoné,344744,3787,FW,175,67,left,Cong_DR,France,1998/05/02,France
D_Bertaud,366528,3787,GK,180,85,right,France,France,1998/06/06,France
K_Sanson,372627,3787,MD,173,64,right,France,France,1997/06/07,France
B_Passi,426692,3787,DF,189,78,right,Congo,France,1997/08/05,France
N_Cozza,477744,3787,DF,178,72,left,France,France,1999/01/08,France
Y_Ammour,499977,3787,FW,182,70,,Tunisia,France,1999/05/21,France
R_Caumet,501018,3787,MD,174,71,,France,France,1999/04/13,France
M_Bodmer,25433,3789,DF,190,90,right,France,France,1982/11/22,France
T_Monconduit,25492,3789,MD,184,83,right,France,France,1991/02/10,France
K_Adénon,25957,3789,DF,180,72,right,Benin,Benin,1985/07/28,France
J_Ielsch,26055,3789,DF,173,72,left,France,France,1983/03/05,France
P_Gouano,26134,3789,DF,186,78,right,Côt_d'Ivoire,France,1993/12/24,France
S_Baradji,26378,3789,MD,183,77,left,Mali,France,1984/04/24,France
G_Kakuta,26384,3789,MD,173,64,left,Cong_DR,France,1991/06/21,France
R_Gurtner,26583,3789,GK,183,80,right,France,France,1986/12/08,France
J_Bouet,26970,3789,GK,184,82,right,France,France,1983/07/21,France
O_E_Hajjam,30320,3789,DF,181,73,right,Morocco,France,1991/02/19,France
E_Krafth,51064,3789,DF,181,79,right,Sweden,Sweden,1994/08/02,France
S_Ghoddos,53562,3789,FW,176,75,right,Iran,Sweden,1993/09/06,France
S_Mendoza,90880,3789,FW,171,70,left,Colombia,Colombia,1992/06/27,France
M_Konaté,97582,3789,FW,181,78,right,Senegal,Senegal,1993/04/03,France
Danil_Avelar,105523,3789,DF,185,79,left,Italy,Brazil,1989/06/09,France
G_Gope-Fenepej,132972,3789,FW,182,74,right,Ne_Caledonia,Ne_Caledonia,1988/10/23,France
B_Dibassy,214710,3789,DF,183,74,left,Mali,France,1989/08/11,France
R_Kurzawa,225324,3789,MD,182,73,left,Poland,Poland,1993/01/29,France
Q_Cornette,243931,3789,FW,172,75,right,France,France,1994/01/17,France
B_Zungu,244357,3789,MD,184,76,right,Sout_Africa,Sout_Africa,1992/10/09,France
J_Dompé,248632,3789,MD,170,65,right,France,France,1995/08/12,France
S_Koita,274345,3789,FW,180,77,right,Niger,Niger,1994/04/15,France
G_Banaziak,352898,3789,GK,183,68,,France,France,1997/05/25,France
Su_Hyun-Jun,382,3795,FW,190,82,right,Kore_Republic,Kore_Republic,1991/06/29,France
E_Zelazny,25521,3795,GK,186,80,right,Poland,France,1991/09/22,France
C_Be_Saada,25616,3795,MD,170,72,left,Tunisia,France,1984/07/01,France
B_Nivet,25891,3795,MD,178,75,right,France,France,1977/01/02,France
M_Samassa,25930,3795,GK,198,85,right,Mali,France,1990/02/16,France
F_Bellugou,25937,3795,DF,188,74,right,France,France,1987/04/25,France
M_Deplagne,25990,3795,DF,183,78,right,France,France,1991/10/01,France
J_Tinhan,26006,3795,FW,178,69,right,Benin,France,1989/06/01,France
J_Cordoval,26433,3795,DF,167,67,right,France,France,1990/01/12,France
J_Giraudon,29291,3795,DF,184,66,right,France,France,1992/01/16,France
B_Pelé,29641,3795,MD,169,65,left,France,France,1992/03/25,France
S_Darbion,93044,3795,MD,183,77,left,France,France,1984/03/22,France
O_Vizcarrondo,112377,3795,DF,191,85,right,Venezuela,Venezuela,1984/05/31,France
R_Walter,149053,3795,MD,174,70,left,France,France,1995/04/26,France
T_Dingomé,149062,3795,MD,174,71,left,Martinique,France,1991/02/17,France
J_Obiang,209207,3795,DF,170,64,left,Gabon,France,1993/07/05,France
C_Martin_Pereira,216614,3795,MD,188,72,right,Cap_Verd_Islands,Luxembourg,1997/02/19,France
A_Niane,219350,3795,FW,181,71,right,France,Mali,1993/06/16,France
M_Sissako,231184,3795,FW,171,71,right,Mauritania,France,1996/04/20,France
A_Confais,249926,3795,MD,174,61,right,France,France,1996/09/07,France
S_Grandsir,295761,3795,FW,168,64,right,France,France,1996/08/14,France
C_Traoré,393284,3795,DF,180,74,left,France,Mali,1992/01/01,France
V_Marcel,421809,3795,MD,180,65,left,France,Guadeloupe,1997/04/09,France
Y_Diouf,444676,3795,GK,184,74,,France,France,1999/11/16,France
B_Mbeumo,454388,3795,FW,171,65,left,France,France,1999/08/02,France
Y_Andreu,25846,3799,DF,178,70,right,France,France,1989/05/03,France
G_Sunu,26044,3799,FW,181,83,right,Togo,France,1991/03/30,France
L_Puyo,26068,3799,MD,182,77,left,France,France,1988/12/19,France
I_Traoré,26086,3799,DF,184,87,right,Côt_d'Ivoire,France,1986/08/18,France
T_Mangani,26120,3799,MD,183,79,left,Italy,France,1987/04/29,France
V_Manceau,26265,3799,DF,176,70,right,France,France,1989/07/10,France
F_Doré,26268,3799,FW,194,81,right,Congo,Congo,1990/01/21,France
A_Bamba,26368,3799,DF,182,68,right,Italy,Côt_d'Ivoire,1990/04/25,France
P_Oniangué,26539,3799,MD,190,78,right,Congo,France,1988/11/04,France
B_Ketkeophomphone,26547,3799,FW,180,71,right,Laos,France,1990/03/24,France
K_Tok_Ekambi,26638,3799,FW,183,70,right,Cameroon,France,1992/09/14,France
L_Butelle,26869,3799,GK,188,84,right,France,France,1983/04/03,France
M_Michel,26938,3799,GK,188,82,right,France,France,1991/09/04,France
C_N'Doye,27412,3799,MD,192,90,right,Senegal,Senegal,1986/03/29,France
P_Capelle,27646,3799,MD,181,73,left,France,France,1987/04/15,France
T_Touré,27959,3799,FW,175,73,right,Côt_d'Ivoire,France,1993/12/27,France
R_Thomas,29474,3799,DF,193,84,left,France,France,1988/06/12,France
S_Ciss,54313,3799,DF,175,70,left,Senegal,Senegal,1989/06/15,France
M_Pavlović,69525,3799,DF,194,81,right,Croatia,Bosnia-Herzegovina,1990/06/09,France
F_Tait,209209,3799,MD,175,70,right,France,France,1993/02/02,France
H_Manzala,229198,3799,MD,177,71,right,Cong_DR,France,1994/03/06,France
B_Guillaume,253784,3799,FW,189,77,right,Belgium,Belgium,1995/06/16,France
A_Fulgini,256992,3799,MD,183,71,right,France,Côt_d'Ivoire,1996/08/20,France
B_Santamaria,274344,3799,MD,183,73,right,France,France,1995/03/09,France
A_Mandrea,287521,3799,GK,186,78,right,France,France,1996/12/25,France
W_Kanga,347205,3799,FW,185,76,right,Côt_d'Ivoire,France,1998/02/21,France
J_Reine-Adelaide,366542,3799,MD,183,75,right,France,France,1998/01/17,France
L_Coulibaly,366760,3799,MD,175,67,right,France,Mali,1996/04/10,France
R_Aï_Nouri,565016,3799,DF,0,0,null,France,France,2001/06/06,France
M_Abeid,7986,3804,MD,178,77,right,Algeria,France,1992/08/06,France
P_Djilobodji,25524,3804,DF,193,82,left,Senegal,Senegal,1988/12/01,France
F_Balmont,25704,3804,MD,168,72,right,France,France,1980/02/02,France
F_Sammaritano,25835,3804,MD,162,65,right,France,France,1986/03/23,France
W_Lautoa,26024,3804,DF,182,87,right,Ne_Caledonia,France,1987/08/25,France
N_Sliti,26100,3804,MD,173,75,right,Tunisia,France,1992/07/27,France
B_Jeannot,26124,3804,FW,183,75,right,France,France,1992/01/22,France
R_Amalfitano,26311,3804,MD,175,72,right,France,France,1989/08/27,France
B_Reynet,26365,3804,GK,185,85,right,France,France,1990/10/28,France
B_Allain,26969,3804,GK,185,75,,France,France,1991/11/28,France
Júli_Tavares,27354,3804,FW,187,84,right,France,Cap_Verd_Islands,1988/11/19,France
F_Chafik,29748,3804,DF,183,72,right,Morocco,France,1986/10/16,France
A_Bouk_Moutou,29843,3804,DF,176,76,left,Congo,France,1988/11/28,France
J_Marié,30427,3804,MD,177,73,right,France,France,1991/09/29,France
L_Ciman,38075,3804,DF,184,70,right,Belgium,Belgium,1985/08/05,France
V_Rüfli,49921,3804,DF,180,76,right,Switzerland,Switzerland,1988/01/22,France
O_Haddadi,120717,3804,DF,184,79,left,Tunisia,Tunisia,1992/01/28,France
R_Rúnarsson,135174,3804,GK,186,76,right,Iceland,Iceland,1995/02/18,France
W_Saïd,149054,3804,FW,171,65,right,Mauritius,France,1995/04/19,France
C_Yamberé,215036,3804,DF,191,81,right,Centra_Africa_Republic,France,1990/11/06,France
B_Leroy,253312,3804,GK,184,74,right,France,France,1989/04/07,France
Kwo_Chang-Hoon,256084,3804,MD,174,69,left,Kore_Republic,Kore_Republic,1994/06/30,France
Xeka,273819,3804,MD,186,79,right,Portugal,Portugal,1994/11/10,France
E_Massouema,373817,3804,MD,184,71,right,France,France,1997/06/29,France
V_Rosier,393214,3804,DF,175,71,right,France,France,1996/08/19,France
E_Loiodice,566942,3804,MD,176,60,left,France,France,2000/11/27,France
R_Falcao,3450,19830,FW,177,72,right,Colombia,Colombia,1986/02/10,France
D_Benaglio,14913,19830,GK,194,89,right,Italy,Switzerland,1983/09/08,France
A_Raggi,20677,19830,DF,187,82,right,Italy,Italy,1984/06/24,France
S_Jovetić,20948,19830,FW,183,79,right,Serbia,Montenegro,1989/11/02,France
K_Glik,21097,19830,DF,190,80,right,Germany,Poland,1988/02/03,France
D_Sidibé,26196,19830,DF,182,71,right,Senegal,France,1992/07/29,France
D_Subašić,135747,19830,GK,191,84,right,Croatia,Croatia,1984/10/27,France
Ron_Lopes,135913,19830,MD,174,68,left,Portugal,Brazil,1995/12/28,France
A_Touré,149101,19830,DF,183,72,right,Mali,Mali,1996/04/28,France
Fabinho,207143,19830,MD,188,78,right,Brazil,Brazil,1993/10/23,France
Boschilia,255320,19830,MD,172,63,left,Italy,Brazil,1996/03/05,France
A_Golovin,257800,19830,MD,180,69,right,Russia,Russia,1996/05/30,France
Jemerson,263766,19830,DF,184,77,right,Brazil,Brazil,1992/08/24,France
Y_Tielemans,263802,19830,MD,176,72,right,Cong_DR,Belgium,1997/05/07,France
A_Traoré,266917,19830,MD,180,72,left,Mali,Mali,1995/06/28,France
A_Diakhaby,276978,19830,FW,188,74,left,Senegal,France,1996/07/05,France
Y_Aï_Bennasser,289359,19830,MD,184,74,right,Morocco,France,1996/07/07,France
Jorge,300784,19830,DF,184,76,left,Brazil,Brazil,1996/03/28,France
K_N'Doram,331923,19830,MD,185,77,right,Chad,France,1996/01/22,France
S_Sy,344927,19830,GK,192,80,right,Senegal,Senegal,1995/12/12,France
L_Badiashile,353821,19830,GK,186,80,right,France,France,1998/02/05,France
Jord_Mboula,405977,19830,FW,183,74,right,Congo,Spain,1999/03/16,France
M_Sylla,471589,19830,FW,181,70,right,France,France,1999/11/25,France
P_Pellegri,481329,19830,FW,188,78,right,Italy,Italy,2001/03/17,France
D_Klaassen,56,2443,MD,179,70,right,Netherlands,Netherlands,1993/02/21,Germany
N_Moisander,77,2443,DF,183,75,left,Finland,Finland,1985/09/29,Germany
M_Veljkovic,11095,2443,DF,184,77,right,Serbia,Switzerland,1995/09/26,Germany
P_Bargfrede,14692,2443,MD,174,71,right,Germany,Germany,1989/03/03,Germany
Z_Junuzović,14696,2443,MD,172,69,right,Austria,Serbia,1987/09/26,Germany
J_Drobný,14882,2443,GK,190,86,right,Czec_Republic,Czec_Republic,1979/10/18,Germany
S_Langkamp,15771,2443,DF,191,85,right,Germany,Germany,1988/01/15,Germany
M_Kruse,16025,2443,FW,180,76,left,Germany,Germany,1988/03/19,Germany
F_Bartels,16027,2443,MD,176,69,right,Germany,Germany,1987/02/07,Germany
J_Gondorf,17136,2443,MD,175,76,right,Germany,Germany,1988/06/26,Germany
I_Belfodil,20692,2443,FW,191,86,right,France,Algeria,1992/01/12,Germany
L_Caldirola,20704,2443,DF,189,79,left,Italy,Italy,1991/02/01,Germany
L_Augustinsson,51217,2443,DF,181,75,left,Sweden,Sweden,1994/04/21,Germany
A_Jóhannsson,56424,2443,FW,184,70,right,Iceland,Unite_States,1990/11/10,Germany
F_Kainz,65055,2443,MD,176,71,right,Austria,Austria,1992/10/24,Germany
T_Gebr_Selassie,82340,2443,DF,181,71,right,Ethiopia,Czec_Republic,1986/12/24,Germany
Y_Ōsako,94831,2443,FW,182,71,right,Japan,Japan,1990/05/18,Germany
R_Bauer,223516,2443,DF,183,76,right,Kazakhstan,Germany,1995/04/09,Germany
M_Zetterer,224709,2443,GK,187,79,right,Germany,Germany,1995/07/12,Germany
M_Rashica,239191,2443,FW,177,73,right,Albania,Kosovo,1996/06/28,Germany
J_Pavlenka,253822,2443,GK,196,81,right,Czec_Republic,Czec_Republic,1992/04/14,Germany
M_Eggestein,272440,2443,MD,181,75,right,Germany,Germany,1996/12/08,Germany
T_Jacobsen,286403,2443,DF,182,77,left,Germany,Germany,1997/04/19,Germany
O_Käuper,286404,2443,MD,187,77,right,Germany,Germany,1997/01/09,Germany
Zhan_Yuning,364937,2443,FW,185,69,right,Chin_PR,Chin_PR,1997/01/05,Germany
J_Eggestein,366203,2443,FW,183,75,right,Germany,Germany,1998/05/08,Germany
M_Friedl,391441,2443,DF,184,78,left,Austria,Austria,1998/03/16,Germany
Jua_Bernat,3281,2444,DF,170,67,left,Spain,Spain,1993/03/01,Germany
Thiag_Alcântara,3345,2444,MD,174,70,right,Brazil,Spain,1991/04/11,Germany
Jav_Martínez,3416,2444,MD,190,81,right,Spain,Spain,1988/09/02,Germany
M_Neuer,14712,2444,GK,193,92,right,Germany,Germany,1986/03/27,Germany
J_Boateng,14716,2444,DF,192,90,right,Germany,Germany,1988/09/03,Germany
Rafinha,14718,2444,DF,172,68,right,Brazil,Brazil,1985/09/07,Germany
D_Alaba,14724,2444,DF,180,76,left,Austria,Austria,1992/06/24,Germany
F_Ribéry,14726,2444,MD,170,72,right,France,France,1983/04/07,Germany
A_Robben,14727,2444,MD,180,80,left,Netherlands,Netherlands,1984/01/23,Germany
T_Müller,14732,2444,FW,186,75,right,Germany,Germany,1989/09/13,Germany
S_Ulreich,14736,2444,GK,192,84,right,Germany,Germany,1988/08/03,Germany
M_Hummels,14795,2444,DF,191,92,right,Germany,Germany,1988/12/16,Germany
R_Lewandowski,14817,2444,FW,185,79,right,Poland,Poland,1988/08/21,Germany
S_Wagner,15085,2444,FW,194,92,right,Germany,Germany,1987/11/29,Germany
S_Rudy,15811,2444,MD,180,74,right,Germany,Germany,1990/02/28,Germany
A_Vidal,20475,2444,MD,180,75,right,Chile,Chile,1987/05/22,Germany
J_Rodríguez,70096,2444,MD,180,75,left,Colombia,Colombia,1991/07/12,Germany
N_Süle,134383,2444,DF,195,97,right,Germany,Germany,1995/09/03,Germany
L_Goretzka,134387,2444,MD,189,79,right,Germany,Germany,1995/02/06,Germany
C_Tolisso,209091,2444,MD,181,78,right,Togo,France,1994/08/03,Germany
O_Wriedt,223546,2444,FW,188,80,left,Ghana,Germany,1994/07/10,Germany
J_Kimmich,224593,2444,DF,176,70,right,Germany,Germany,1995/02/08,Germany
K_Coman,231139,2444,FW,178,71,right,France,France,1996/06/13,Germany
Renat_Sanches,258162,2444,MD,176,70,right,Sã_Tom__Príncipe,Portugal,1997/08/18,Germany
C_Früchtl,396887,2444,GK,193,71,left,Germany,Germany,2000/01/28,Germany
H_Badstuber,14715,2445,DF,189,83,left,Germany,Germany,1989/03/13,Germany
M_Gómez,14731,2445,FW,189,88,right,Spain,Germany,1985/07/10,Germany
C_Gentner,14754,2445,MD,189,81,right,Germany,Germany,1985/08/14,Germany
D_Ginczek,14845,2445,FW,190,85,right,Germany,Germany,1991/04/13,Germany
D_Aogo,14885,2445,DF,184,85,left,Nigeria,Germany,1987/01/14,Germany
M_Zimmermann,15015,2445,MD,177,76,right,Germany,Germany,1992/06/16,Germany
R_Zieler,15032,2445,GK,188,81,right,Germany,Germany,1989/02/12,Germany
A_Beck,15798,2445,DF,180,74,right,Germany,Russia,1987/03/13,Germany
J_Grahl,15924,2445,GK,192,91,right,Germany,Germany,1988/09/22,Germany
A_Meyer,19004,2445,GK,195,79,right,Germany,Germany,1991/04/13,Germany
E_Insúa,70139,2445,DF,180,79,left,Spain,Argentina,1989/01/07,Germany
M_Kamiński,99410,2445,DF,192,82,left,Poland,Poland,1992/01/15,Germany
E_Thommy,224971,2445,MD,174,68,right,Germany,Germany,1994/08/20,Germany
A_Donis,233910,2445,FW,178,77,right,Greece,England,1996/08/29,Germany
T_Baumgartl,235597,2445,DF,190,87,right,Germany,Germany,1996/03/04,Germany
T_Asano,254649,2445,FW,173,71,right,Japan,Japan,1994/11/10,Germany
C_Akolo,328131,2445,FW,172,72,right,Cong_DR,Cong_DR,1995/04/01,Germany
B_Pavard,340646,2445,DF,186,76,right,France,France,1996/03/28,Germany
B_Özcan,345707,2445,MD,180,79,right,Turkey,Germany,1998/02/15,Germany
J_Bruu_Larsen,347366,2445,FW,183,75,right,Denmark,Denmark,1998/09/19,Germany
O_Mangala,349099,2445,MD,180,78,right,Belgium,Belgium,1998/03/18,Germany
D_Burnic,356908,2445,MD,181,70,left,Bosnia-Herzegovina,Germany,1998/05/22,Germany
S_Ascacíbar,413737,2445,MD,168,69,right,Argentina,Argentina,1997/02/25,Germany
B_Leno,14768,2446,GK,190,83,right,Germany,Germany,1992/03/04,Germany
L_Bender,14781,2446,MD,185,81,right,Germany,Germany,1989/04/27,Germany
K_Bellarabi,14786,2446,MD,183,80,right,Morocco,Germany,1990/04/08,Germany
S_Bender,14803,2446,DF,186,80,right,Germany,Germany,1989/04/27,Germany
J_Baumgartlinger,15188,2446,MD,183,82,right,Austria,Austria,1988/01/02,Germany
K_Volland,15231,2446,FW,179,81,left,Germany,Germany,1992/07/30,Germany
R_Özcan,16411,2446,GK,187,84,left,Turkey,Austria,1984/06/28,Germany
N_Lomb,18938,2446,GK,187,84,right,Germany,Germany,1993/07/28,Germany
J_Pohjanpalo,35477,2446,FW,185,83,right,Finland,Finland,1994/09/13,Germany
Wendell,40657,2446,DF,176,71,left,Brazil,Brazil,1993/07/20,Germany
A_Dragović,49859,2446,DF,184,76,right,Serbia,Austria,1991/03/06,Germany
I_Kies_Thelin,51262,2446,FW,189,83,right,Cong_DR,Sweden,1992/06/24,Germany
L_Alario,86489,2446,FW,178,67,right,Italy,Argentina,1992/10/08,Germany
C_Aránguiz,89559,2446,MD,171,71,left,Chile,Chile,1989/04/17,Germany
J_Brandt,146583,2446,MD,183,82,right,Germany,Germany,1996/05/02,Germany
D_Kohr,165425,2446,MD,183,79,right,Germany,Germany,1994/01/31,Germany
T_Jedvaj,212604,2446,DF,184,81,right,Croatia,Croatia,1995/11/28,Germany
J_Tah,228768,2446,DF,194,95,right,Côt_d'Ivoire,Germany,1996/02/11,Germany
B_Henrichs,258253,2446,DF,183,77,right,Ghana,Germany,1997/02/23,Germany
P_Retsos,344178,2446,DF,186,79,right,Greece,Sout_Africa,1998/08/09,Germany
L_Bailey,388267,2446,FW,180,75,left,Jamaica,Jamaica,1997/08/09,Germany
K_Havertz,425925,2446,MD,186,77,left,Germany,Germany,1999/06/11,Germany
N_Şahin,3320,2447,MD,180,73,left,Turkey,Germany,1988/09/05,Germany
S_Papastathopoulos,14687,2447,DF,186,85,right,Greece,Greece,1988/06/09,Germany
G_Castro,14770,2447,MD,172,74,right,Spain,Germany,1987/06/11,Germany
Ö_Toprak,14778,2447,DF,186,83,right,Turkey,Germany,1989/07/21,Germany
A_Schürrle,14789,2447,FW,184,73,right,Germany,Germany,1990/11/06,Germany
Ł_Piszczek,14798,2447,DF,184,79,right,Poland,Poland,1985/06/03,Germany
M_Schmelzer,14800,2447,DF,180,74,left,Germany,Germany,1988/01/22,Germany
M_Götze,14806,2447,MD,176,75,right,Germany,Germany,1992/06/03,Germany
S_Kagawa,14816,2447,MD,175,68,right,Japan,Japan,1989/03/17,Germany
M_Reus,15024,2447,FW,180,71,right,Germany,Germany,1989/05/31,Germany
E_Durm,18706,2447,DF,183,72,right,Germany,Germany,1992/05/12,Germany
M_Philipp,19392,2447,FW,183,76,right,Germany,Germany,1994/03/01,Germany
Raphaë_Guerreiro,28907,2447,DF,170,71,left,Portugal,France,1993/12/22,Germany
R_Bürki,49968,2447,GK,187,85,right,Switzerland,Switzerland,1990/11/14,Germany
T_Delaney,55990,2447,MD,182,71,left,Unite_States,Denmark,1991/09/03,Germany
A_Witsel,70123,2447,MD,188,81,right,Martinique,Belgium,1989/01/12,Germany
A_Yarmolenko,105622,2447,FW,189,81,left,Ukraine,Ukraine,1989/10/23,Germany
J_Toljan,149389,2447,DF,182,76,right,Croatia,Germany,1994/08/08,Germany
J_Weigl,224677,2447,MD,186,72,right,Germany,Germany,1995/09/08,Germany
M_Dahoud,272363,2447,MD,177,69,right,Germany,Syria,1996/01/01,Germany
D_Reimann,272373,2447,GK,186,84,right,Germany,Germany,1997/06/18,Germany
M_Akanji,297957,2447,DF,187,85,right,Nigeria,Switzerland,1995/07/19,Germany
C_Pulisic,391530,2447,MD,172,69,right,Croatia,Unite_States,1998/09/18,Germany
A_Hakimi,396475,2447,DF,179,68,right,Morocco,Spain,1998/11/04,Germany
D_Zagadou,397028,2447,DF,196,90,left,France,France,1999/06/03,Germany
A_Isak,399599,2447,FW,190,74,right,Eritrea,Sweden,1999/09/21,Germany
J_Sancho,447223,2447,MD,178,76,right,Trinida_an_Tobago,England,2000/03/25,Germany
Sergi_Gómez,472696,2447,MD,171,68,left,Spain,Spain,2000/09/04,Germany
Pabl_Ínsua,6950,2449,DF,187,76,right,Spain,Spain,1993/09/09,Germany
F_D_Santo,8628,2449,FW,193,88,right,Italy,Argentina,1989/04/07,Germany
Naldo,14689,2449,DF,198,91,right,Germany,Brazil,1982/09/10,Germany
B_Oczipka,14775,2449,DF,185,85,left,Germany,Germany,1989/01/12,Germany
R_Fährmann,14847,2449,GK,196,95,right,Germany,Germany,1988/09/27,Germany
D_Caligiuri,14989,2449,MD,182,80,right,Italy,Germany,1988/01/15,Germany
S_Riether,15284,2449,DF,174,70,right,Germany,Germany,1983/03/23,Germany
M_Nastasić,20932,2449,DF,188,83,left,Serbia,Serbia,1993/03/28,Germany
B_Stambouli,25995,2449,MD,180,82,right,France,France,1990/08/13,Germany
S_Sané,26115,2449,DF,196,85,right,Senegal,France,1990/08/25,Germany
G_Burgstaller,64995,2449,FW,187,80,right,Austria,Austria,1989/04/29,Germany
Y_Konoplyanka,105378,2449,MD,178,78,right,Ukraine,Ukraine,1989/09/29,Germany
M_Meyer,134369,2449,MD,173,67,right,Germany,Germany,1995/09/18,Germany
N_Bentaleb,144766,2449,MD,187,78,left,Algeria,France,1994/11/24,Germany
A_Schöpf,208716,2449,MD,178,73,right,Austria,Austria,1994/02/07,Germany
A_Baba,216077,2449,DF,179,70,left,Ghana,Ghana,1994/07/02,Germany
T_Kehrer,235606,2449,DF,186,76,right,Burundi,Germany,1996/09/21,Germany
B_Embolo,282772,2449,FW,184,86,right,Switzerland,Cameroon,1997/02/14,Germany
A_Nübel,333477,2449,GK,193,85,right,Germany,Germany,1996/09/30,Germany
C_Teuchert,337732,2449,FW,183,83,right,Germany,Germany,1997/01/14,Germany
A_Harit,372915,2449,MD,179,67,right,Morocco,France,1997/06/18,Germany
B_Tekpetey,419629,2449,FW,172,69,right,Ghana,Ghana,1997/09/03,Germany
H_Mendyl,426702,2449,DF,179,73,left,Côt_d'Ivoire,Morocco,1997/10/21,Germany
W_McKennie,471348,2449,MD,185,84,right,Unite_States,Unite_States,1998/08/28,Germany
A_Hunt,14706,2450,MD,183,73,left,England,Germany,1986/09/04,Germany
G_Sakai,14749,2450,DF,176,74,right,Japan,Unite_States,1991/03/14,Germany
K_Papadopoulos,14857,2450,DF,185,87,right,Greece,Greece,1992/02/23,Germany
L_Holtby,14864,2450,MD,176,72,left,England,Germany,1990/09/18,Germany
T_Mickel,14883,2450,GK,184,85,right,Germany,Germany,1989/04/19,Germany
N_Müller,15192,2450,MD,173,66,right,Germany,Germany,1987/09/25,Germany
B_Wood,15232,2450,FW,180,79,right,Unite_States,Unite_States,1992/11/15,Germany
S_Schipplock,15821,2450,FW,186,84,right,Germany,Germany,1988/11/08,Germany
A_Hahn,15877,2450,FW,185,80,right,Germany,Germany,1990/08/13,Germany
C_Mathenia,18704,2450,GK,189,90,right,Germany,Germany,1992/03/31,Germany
F_Kostić,127796,2450,MD,184,82,left,Serbia,Serbia,1992/11/01,Germany
Dougla_Santos,143566,2450,DF,175,70,left,Brazil,Brazil,1994/03/22,Germany
M_Steinmann,221376,2450,MD,189,79,right,Finland,Germany,1995/01/08,Germany
J_Pollersbeck,241957,2450,GK,195,87,right,Germany,Germany,1994/08/16,Germany
G_Jung,241966,2450,DF,189,76,right,Ghana,Germany,1994/09/12,Germany
L_Waldschmidt,258254,2450,FW,181,75,left,Germany,Germany,1996/05/19,Germany
Walace,327009,2450,MD,188,75,right,Brazil,Brazil,1995/04/04,Germany
R_va_Drongelen,365441,2450,DF,185,81,left,Netherlands,Netherlands,1998/12/20,Germany
S_Ambrosius,391603,2450,DF,182,80,right,Ghana,Germany,1998/12/18,Germany
T_Ito,391606,2450,MD,163,59,right,Japan,Japan,1997/06/26,Germany
V_Janjičić,444439,2450,MD,180,82,right,Serbia,Switzerland,1998/11/02,Germany
B_Jatta,449921,2450,MD,184,79,right,Gambia,Gambia,1998/06/06,Germany
J_Arp,491365,2450,FW,184,78,right,Germany,Germany,2000/01/06,Germany
J_Vagnoman,503185,2450,DF,187,86,right,Germany,Germany,2000/12/11,Germany
R_Bazoer,1729,2451,MD,184,74,right,Curaçao,Netherlands,1996/10/12,Germany
Camacho,3566,2451,MD,183,77,right,Spain,Spain,1990/03/07,Germany
J_Błaszczykowski,14804,2451,MD,176,77,right,Poland,Poland,1985/12/14,Germany
J_Bruma,14887,2451,DF,190,88,right,Suriname,Netherlands,1991/11/13,Germany
R_Knoche,14917,2451,DF,190,77,right,Germany,Germany,1992/05/22,Germany
M_Arnold,14938,2451,MD,184,74,left,Germany,Germany,1994/05/27,Germany
D_Didavi,15129,2451,MD,180,78,left,Germany,Germany,1990/02/21,Germany
Y_Mallı,15191,2451,MD,179,72,right,Turkey,Germany,1992/02/24,Germany
S_Jung,15244,2451,DF,179,72,right,Germany,Germany,1990/06/22,Germany
P_Verhaegh,15775,2451,DF,178,74,right,Netherlands,Netherlands,1983/09/01,Germany
K_Casteels,15795,2451,GK,197,86,left,Belgium,Belgium,1992/06/25,Germany
J_Brooks,18974,2451,DF,193,78,left,Unite_States,Germany,1993/01/28,Germany
J_Guilavogui,25861,2451,MD,188,77,right,Guinea,France,1990/09/19,Germany
A_Mehmedi,105619,2451,FW,183,78,right,Switzerland,Macedoni_FYR,1991/03/16,Germany
D_Origi,134708,2451,FW,185,75,right,Kenya,Belgium,1995/04/18,Germany
M_Tisserand,149091,2451,DF,190,80,right,Cong_DR,France,1993/01/10,Germany
